jp	tw	en	kr
Youリンチ！	You Lynch！	You! Rinchi!	P닉S!!!
ハイヒールとカモミール	高跟鞋和洋甘菊	High Heels and Chamomile	하이힐과 카모밀
まごにもいしょう	人要衣裝，佛要金裝	Looks Can Be Deceiving	옷이 날개
姫様の秘め事	公主的秘密	For The Princess' Eyes Only	나의 공주님
プリンセス争奪戦	公主爭奪戰	Competing for the Princess	공주님 쟁탈전
ケリ姫登場！	飛踢公主登場！	Princess Punt Takes the Stage!	발차기 공주 등장!
ケリ姫参上！ 上級	飛踢公主駕到！ 高級	Princess Punt Joins the Fight! (Hard)	발차기 공주 참전! 상급
ケリ姫降臨！ 激ムズ	飛踢公主降臨！ 困難	Princess Punt Has Arrived! (Expert)	발차기 공주 강림! 고난도
アーキテクチャ	構築	Architecture	아키텍처
クラウドサービス	雲端服務	Cloud Services	클라우드 서비스
ストレージサーバ	檔案伺服器	Storage Servers	스토리지 서버
オデンマンド	付費區	On Demand	커리쉴하프
ハイパーメディアクリエイター	超媒體創作人	Bug Squashing	해류뭄해리
インティライミ	太陽節	Bookmarkers	라온제나
オートクチュール	高級女裝	Solid State Rock	듀륏체리
サーターアンダギー	炸蛋球	Fiber Cookie	시나브로
100万人の物語			100만명의 이야기
剣術の城			검술의 성
ブリテンの命運			브리튼의 운명
技巧の場			기교의 장
エクスカリバー			엑스칼리버
魔法の派			마법의 파동
真の王の誕生			진정한 왕의 탄생
牛丼とヘビメタ			쇠고기 덮밥과 헤비메탈
ドッキングの始まり			
リアルタイムバトル			
シャウト祭り			
解禁コロシアム			
ルーキーリーグ			
５vs５			
超合体			
ブレーカークラッシュ			
ｷﾀ---(ﾟ∀ﾟ)---!!	來了━━━(ﾟ∀ﾟ)━━━!!	Let's GOOO! <(@0@)>	왔다---(ﾟ∀ﾟ)---!!
都炎上 超激ムズ	都城大火 超級難	A City Aflame (Insane)	도시 염상 초고난도
にゃんこなのですよ	就是貓咪沒錯	Cats After All	냥코입니다냥
癒術士の旅立ち	癒術士踏上旅途	Healer's Journey	유술사의 여행길
モンスター恐怖症	魔寵恐懼症	Teraphobic	몬스터 공포증
謎のびん詰め美少女	神秘的瓶中少女	A Strange Bottled Girl	수수께끼의 병에 든 미소녀
ネコどもの鎮圧	貓群大鎮壓	Subjugated Cats	고양이들의 진압
失われた記憶	失落的記憶	Lost Memories	잃어버린 기억
愛で紡ぐキズナ	由愛織成的羈絆	Threads of Love	사랑으로 이어진 인연
ひとふり300ヤード	一甩300碼	300 Yard Strike	날갯짓 한 번에 300야드
20対20	２０對２０	20-on-20	20 대 20
キャットバトル	與貓對決	Cat Battle	고양이 배틀
にゃんこコロシアム	貓咪競技場	Nyanko Coliseum	냥코 콜로세움
白鳥松竹梅			
星グランマニエ			
西園寺 瞳			
早乙女 光			
綾小路 翔			
超激突！氣志團！！			
イカ食べ過ぎ	爆食烏賊	Squid Bender	오징어를 너무 먹었어
朝日が強すぎて	烈日早晨	Mean Morning Sunbeams	아침해가 너무 강해서
寿命を迎える	壽命將至	Life Ain't Easy, Kid	죽음을 맞이하다
ドロイド進化への道 超上級	Droid進化之路 超高級	ParaDroid (Expert)	드로이드 진화로의 길 초상급
ドロイド進化への道 超激ムズ	Droid進化之路 超級難	ParaDroid (Insane)	도로이드 진화로의 길 초고난도
消滅からはじまる物語	從消滅開始的故事		
運び屋タクヤ	送貨員拓也		
謎の少女	神秘少女		
GOOD CATS，BAD CATS	GOOD CATS, BAD CATS		
面倒なネコって思ったでしょ？	你覺得我是隻很麻煩的貓吧？		
にゃんこ計画	貓咪計劃		
ロスト 超激ムズ	失落之地 超級難		
極道のネコたち			
噛まれたら、みんなヤクザ			
大戦争頂上決戦！！			
臆した飛翔！アロイス	我行我素！阿洛伊斯		
天涯の訪問者！コーネリア	天涯遊者！可納莉亞		
夜明く銀の獣！ハルシュト	夜明銀獸！哈爾修特		
癒術士進化への道 激ムズ	癒術士進化之路 困難	Healer Awakens (Expert)	유술사 진화로의 길 고난도
癒術士進化への道 超激ムズ	癒術士進化之路 超級難	Healer Awakens (Insane)	유술사 진화로의 길 초고난도
気高き女王・リオレイア【村】			
空の王者・リオレウス【下位】			
誇り高き最強夫婦！【上位】			
女王、降臨す【下位】			
碧落に見えし、空の王者！【上位】			
空と陸の火竜を狩れ【Ｇ級】			
オニ軍曹 アレン・オニール	鬼軍曹 艾倫‧歐尼爾	Immortal Allen O'Neill	귀신잡는 교관, 알렌 오닐
進撃のヒュージハーミット	超巨型戰車大進擊	Attack on Huge Hermit	진격의 휴즈 허미트
ジュピターキングの護衛	鐵桶護衛之木星王者	Jupiter King Convoy	주피터 킹의 호위
デビルリバース・モーデン 超激ムズ	惡魔化身‧莫丁 超級難	Devils on the Doorstep (Insane)	데빌 리버스 모덴 초고난도
新たなる神話、始まる			새로운 신들의 이야기
王都バルディア			왕도 발디아
神々の遊び			신들의 놀이
ヴァルハラ攻防戦			발하라 공방전
終末到来！？にゃグナロク！			종말도래?! 냐그나로크!
城とドラゴンとにゃんこたち	城與龍與貓咪們		
だってニンゲンだもの	是人類都這樣的		
戦場を駆け抜けるよ	看我來回穿梭戰場		
悩みは女の子と話せない…	煩惱是不敢和女生說話		
ずっと見ているフリ	一直假裝沒看到		
伝統だもの	畢竟是傳統		
カワイイのためニャン	為了要更可愛喵		
ムッハー！コーフンするだす！	姆哈！我都興奮了！		
城ドラ剣士進化への道 初級	城與龍劍士進化之路　初級		
騎馬兵進化への道 初級	騎馬兵進化之路　初級		
アシュラ進化への道 初級	阿修羅進化之路　初級		
バトルバルーン進化への道 中級	戰鬥熱氣球進化之路　中級		
ドラゴンライダー進化への道 中級	龍騎士進化之路　中級		
プリティキャット進化への道 中級	萌貓女進化之路　中級		
サイクロプス進化への道 上級	獨眼藍胖進化之路　高級		
ゴーレム進化への道 上級	巨魔像進化之路　高級		
リーグ解禁！ 激ムズ	排名戰開放！　困難		
タマゴより生まれしモノ達 超激ムズ	從角色蛋裡生出來的怪獸們　超級難		
城ドラ大戦争 極ムズ	城與龍大戰爭　極難		
にゃんパズルと一緒にまもるよ			
ねば～る君も一緒にまもるよ			
みんなでまもるよネコさん			
タクヤとユキ進化への道 超上級	拓也與小雪進化之路 超高級	Takuya ＆ Yuki Awaken! (Veteran)	타쿠야와 유키 진화로의 길 초상급
タクヤとユキ進化への道 超激ムズ	拓也與小雪進化之路 超級難	Takuya ＆ Yuki Awaken! (Insane)	타쿠야와 유키 진화로의 길 초고난도
菌類繁栄	菌類繁榮	Fungal Dominance	균류번영
主食へのあこがれ	主食期望	King of the Table	주식이 되고 싶어!
なめこは一日にしてならず	菇菇的生命週期只有一天	Funghi Wasn't Built in a Day…	나메코는 하루아침에 이루어…
ふてすぎたネコ			
さらにふてるネコ			
僕と契約して･･･	希望妳能跟我簽訂契約	Make A Contract With Me	나와 계약해서…
魔法少女になって欲しいんだ	成為魔法少女吧	Become a Magical Girl	마법소녀가 되었으면 해
君なら運命を変えられる	妳能夠改變命運	You Can Change Fate Itself	너라면 운명을 바꿀 수 있어
訳が分からないよ	真是搞不懂啊...	I Don't Understand You	뭐가 뭔지 모르겠는데
君は神にでもなるつもりかい？	難道你想成為神嗎？	Do You Intend To Be a God?	너는 신이 되려는거야?
薔薇園の魔女 初級	玫瑰園的魔女（初級）	The Rose Garden Witch (Easy)	장미원의 마녀 초급
薔薇園の魔女 超上級	玫瑰園的魔女（超高級）	The Rose Garden Witch (Veteran)	장미원의 마녀 초상급
お菓子の魔女 中級	零食的魔女 （中級）	The Dessert Witch (Normal)	과자의 마녀 중급
お菓子の魔女 激ムズ	零食的魔女 （困難）	The Dessert Witch (Expert)	과자의 마녀 고난도
ハコの魔女 上級	箱的魔女（高級）	The Box Witch (Hard)	박스의 마녀 상급
ハコの魔女 超激ムズ	箱的魔女（超級難）	The Box Witch (Insane)	박스의 마녀 초고난도
舞台装置の魔女 極ムズ	舞台裝置的魔女（極難）	The Stagebuilding Witch (Deadly)	무대 장치 마녀 극난도
ネコしかいない世界			
奪われたタイムマシン			
ネズミを追いかけて			
歌謡にゃんこ進化への道 超上級	歌謠貓進化之路 超高級	Crescendo (Veteran)	가왕 냥코 진화로의 길 초상급
歌謡にゃんこ進化への道 超激ムズ	歌謠貓進化之路 超級難	Crescendo (Insane)	가왕 냥코 진화로의 길 초고난도
PPAP	PPAP	PPAP	PPAP
039_その１	西門町詩涼子攝影棚		
ナゾに支配された世界			
こだわりのレモネード			
ナゾ VS ヘリクツ			
ナゾ四天王			
物理攻撃で解決			
恋するウィルス	戀愛中的病毒	Virus of Love	사랑의 바이러스
爆炎疾走	爆炎疾驅	Explosive Escape	폭염질주
秩序から無秩序へ	從有序到無序	Order/Disorder	질서에서 무질서로
収束する光	收束的光芒	Converging Rays	수습의 빛
フィーバータイム！	Fever Time!	Fever Time!	피버 타임!
ALICE大戦争	ALICE大戰爭	World War ALICE	ALICE대전쟁
ケリ姫進化への道 超上級	飛踢公主進化之路 超高級	Way of Princess Punt (Veteran)	발차기 공주 진화로의 길 초상급
ケリ姫進化への道 超激ムズ	飛踢公主進化之路 超級難	Way of Princess Punt (Insane)	발차기 공주 진화로의 길 초고난도
ケリの美女進化への道 超上級	飛踢睡美人進化之路 超高級	Way of Sleeping Beauty Punt (Veteran)	잠자는 공주 진화로의 길 초상급
ケリの美女進化への道 超激ムズ	飛踢睡美人進化之路 超級難	Way of Sleeping Beauty Punt (Insane)	잠자는 공주 진화로의 길 초고난도
もう一人の少女	另外一個少女	Another Mystery Girl	또 한 명의 소녀
馴れなれしく名前を呼ばないで	別隨便叫出那個名字	Don't Act Like You Know Me	친한 척 부르지 말아줘
すべての世界が終わる	所有的世界都將結束	All Worlds Will End	모든 세계의 끝
メルク進化への道 超上級	梅露可進化之路 超高級	Merc Awakens (Veteran)	메르크 진화로의 길 초상급
メルク進化への道 超激ムズ	梅露可進化之路 超級難	Merc Awakens (Insane)	메르크 진화로의 길 초고난도
ティティ進化への道 超上級	推推進化之路 超高級	Titi Awakens (Veteran)	티티 진화로의 길 초상급
ティティ進化への道 超激ムズ	推推進化之路 超級難	Titi Awakens (Insane)	티티 진화로의 길 초고난도
翼を与えられし者	榮授羽翼者		
聖翼と呼ばれた少女	人稱聖翼的少女		
鬼鎮めの儀式	鎮鬼儀式		
ゆでるもよし	可以水煮		삶아도 좋아
焼くもよし	可以煎		구워도 좋아
生のままでもよし	可以直接生吃		생으로도 좋아
しがらみが多い	剪不斷理還亂		자유를 원해
安定志向	安定志向		안정지향
おはようございません	不想起床		안 좋은 아침
051_その１	被企鵝囚禁的大王		
校庭の激闘	學園的激鬥	Schoolyard Clash	교정의 격투
深夜の迎撃	深夜的迎擊	Midnight Interception	심야의 영격
廃墟となった古城	淪為廢墟的古城	Manor Ruins	폐허로 된 고성
日常に潜む罠	潛在日常的陷阱	Inconspicuous Trap	일상에 숨어 있는 함정
終わりの始まり	終點的開始	Beginning of the End	마지막의 시작
運命の夜 初級	命運之夜 初級	Fated Night (Easy)	운명의 밤 초급
運命の夜 激ムズ	命運之夜 困難	Fated Night (Expert)	운명의 밤 고난도
屋上の襲撃者 初級	屋頂突襲者 初級	Assault from Above (Easy)	옥상의 습격자 초급
屋上の襲撃者 激ムズ	屋頂突襲者 困難	Assault from Above (Expert)	옥상의 습격자 고난도
無限の剣製 初級	無限劍製 初級	Unlimited Bladeworks (Easy)	무한의 검제 초급
無限の剣製 激ムズ	無限劍製 困難	Unlimited Bladeworks (Expert)	무한의 검제 고난도
鮮血神殿の発動 初級	鮮血神殿的啟動 初級	Blood Temple (Easy)	선혈신전의 발동 초급
鮮血神殿の発動 激ムズ	鮮血神殿的啟動 困難	Blood Temple (Expert)	선혈신전의 발동 고난도
英雄王の降臨 超上級	英雄王的降臨 超高級	King of Heroes (Veteran)	영웅왕의 강림 초상급
英雄王の降臨 極ムズ	英雄王的降臨 極難	King of Heroes (Deadly)	영웅왕의 강림 극난도
一回戦 初級	第一回合 初級	Round 1 (Easy)	1회전 초급
二回戦 中級	第二回合 中級	Round 2 (Normal) 	2회전 중급
決勝戦 上級	最終回合 高級	Final Round (Hard)	결승전 상급
犠牲ハツキモノデース 超上級	犧牲必然 超高級	Willing Sacrifice (Veteran)	희생은 따르는 법 초상급
犠牲ハツキモノデース 極ムズ	犧牲必然 極難	Willing Sacrifice (Deadly)	희생은 따르는 법 극난도
一心同体にょろ！ 初級	一心同體 初級	Iron Will (Easy)	일심동체 초급
一心同体にょろ！ 激ムズ	一心同體 困難	Iron Will (Expert)	일심동체 고난도
明るい笑顔 初級	開朗笑容 初級	Warm Smile (Easy)	웃는 얼굴 초급
明るい笑顔 激ムズ	開朗笑容 困難	Warm Smile (Expert)	웃는 얼굴 고난도
エンジェルNo.1 初級	天使1號 初級	No. 1 Angel (Easy)	엔젤 No.1 초급
エンジェルNo.1 激ムズ	天使1號 困難	No. 1 Angel (Expert) 	엔젤 No.1 고난도
重い愛 初級	沉重的愛 初級	Burning Love (Easy)	뜨거운 사랑 초급
重い愛 激ムズ	沉重的愛 困難	Burning Love (Expert)	뜨거운 사랑 고난도
めんどくさい時に大活躍	想敷衍時最有用	Mental Manipulations	귀찮을 때 대활약
ペンギンじゃないです	並不是企鵝	Not a Penguin	저는 펭귄이 아닙니다
特別非常事態宣言発令中	緊急狀態宣言發佈中	State of Emergency	특별 비상 사태 발령 중
特務機関NERV	特務機關NERV	NERV	특무기관 NERV
逃げちゃダメだ	不能逃避	I Mustn't Run Away…	도망치면 안 돼
二子山第２要塞	二子山第二要塞	Futagoyama Fortress	후타고산 제2요새
陽電子砲狙撃	陽電子炮的狙擊	Pre-fire Sequence	양전자포 저격
目標に高エネルギー反応	目標出現高能源反應	High-Order Energy	목표물에서 고에너지 반응
別れ際にさよならなんて	分離的時候不要說再見	Don't Say Farewell	안녕이란 말은 슬퍼
笑えばいいと思うよ	只要微笑就可以了	Start by Smiling	그냥 웃으면 돼
アスカが乗ってるんだよ！ 初級	明日香還在裏面啊！ 初級	Asuka On Board (Easy)	아스카가 타고 있다고요! 초급
アスカが乗ってるんだよ！ 激ムズ	明日香還在裏面啊！ 困難	Asuka On Board (Expert)	아스카가 타고 있다고요! 고난도
最強の拒絶タイプ 上級	最強的拒絕型 高級	Refusal Type (Hard)	최강의 거절 타입 상급
最強の拒絶タイプ 超極ムズ	最強的拒絕型 超極難	Refusal Type (Merciless)	최강의 거절 타입 초극난도
いたずら好きなウサギ	喜歡惡作劇的兔子	Rabbit's Mischief	장난꾸러기 토끼
ぼーっとしたヒツジ	總是在發呆的綿羊	Sheep's Bravado	멍 때리는 양
意外とずぼらなクマ	其實很懶散的熊熊	Bear's Bashfulness	의외로 칠칠맞은 곰
パズルで攻撃！	攻擊方塊！	Puzzle Attack!	퍼즐로 공격!
チェリーを集めろ！	收集櫻桃！	Collecting Cherries	체리를 모아라!
必殺！レインボー爆弾！	必殺！彩虹炸彈！	Rainbow Blast!	필살! 레인보우 폭탄!
太秦天神川			
二条			
烏丸御池			
北大路			
北山			
